   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpl_001	Cn-p-cor	Ct-p-cor	Cm-p-cor
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      Pa	     m/s	 degrees	  100.00	  100.00	       /	       /	       /
      94	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
      95	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
      96	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
      97	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
      98	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
      99	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     100	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     101	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     102	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     103	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     104	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     105	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     106	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     107	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     108	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     109	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     110	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     111	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     112	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     113	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     114	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
     115	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	NaN	     NaN	     NaN	     NaN	   0.000		     NaN	     NaN	     NaN	
